id,quiz_id,user_id,submitted_at,created_at,updated_at,score,trophy_level,accuracy,speed,final_score,negative_score,correct_answers,incorrect_answers,source,type,started_at,ended_at,duration,better_than,total_questions,rank_text,mistakes_corrected,initial_mistake_count,response_map_1837,response_map_1848,response_map_1852,response_map_1862,response_map_1877,response_map_1878,response_map_1900,response_map_1917,response_map_1934,response_map_1964,quiz_name,quiz_title,quiz_description,quiz_difficulty_level,quiz_topic,quiz_time,quiz_is_published,quiz_created_at,quiz_updated_at,quiz_duration,quiz_end_time,quiz_negative_marks,quiz_correct_answer_marks,quiz_shuffle,quiz_show_answers,quiz_lock_solutions,quiz_is_form,quiz_show_mastery_option,quiz_reading_material,quiz_quiz_type,quiz_is_custom,quiz_banner_id,quiz_exam_id,quiz_show_unanswered,quiz_ends_at,quiz_lives,quiz_live_count,quiz_coin_count,quiz_questions_count,quiz_daily_date,quiz_max_mistake_count,next_steps_0_pageType
336566,43,7ZXdz3zHuNcdg9agb5YpaOGLQqw2,2025-01-17T15:51:29.859+05:30,2025-01-17T15:51:29.871+05:30,2025-01-17T15:51:29.871+05:30,32,2,80 %,100,30.0,2.0,8,2,live,topic,2025-01-17T16:20:44.000+05:30,2025-01-17T16:21:28.000+05:30,15:00,24,128,Topic Rank - #2402,6,8,7363,7407,7423,7464,7525,7529,7617,7685,7750,7872,,Structural Organisation in Animals and Plants (7),,,Structural Organisation in Animals,2024-07-03T00:00:00.000+05:30,True,2024-07-03T11:00:08.958+05:30,2024-09-23T18:43:27.751+05:30,128,2024-07-04T00:00:00.000+05:30,1.0,4.0,True,True,False,False,False,,,False,,,False,2025-01-18,,Free Test,-1,128,"January 17, 2025",15,resultPage
